date,home,away,neutral,gdf,draw,win,k,result
1978-06-28,Iceland,Denmark,False,0,True,False,20,0.5
1978-06-28,Sweden,Finland,False,1,False,True,30,1.0
1978-07-02,Algeria,Iraq,False,0,True,False,20,0.5
1978-07-02,Guadeloupe,Jamaica,False,1,False,True,30,1.0
1978-07-04,Algeria,Iraq,False,0,True,False,20,0.5
1978-07-06,Malawi,Sierra Leone,False,5,False,True,20,1.0
1978-07-09,Guyana,Suriname,False,2,False,False,30,0.0
1978-07-09,Malawi,Sierra Leone,False,2,False,True,20,1.0
1978-07-12,Malaysia,Korea Republic,False,2,False,False,30,0.0
1978-07-13,Indonesia,Syria,True,1,False,True,30,1.0
1978-07-13,Iraq,Japan,True,0,True,False,30,0.5
1978-07-14,Korea Republic,Thailand,True,3,False,True,30,1.0
1978-07-15,Indonesia,Japan,True,1,False,True,30,1.0
1978-07-15,Iraq,Syria,True,1,False,True,30,1.0
1978-07-16,Korea Republic,Singapore,True,2,False,True,30,1.0
1978-07-17,Indonesia,Iraq,True,4,False,False,30,0.0
1978-07-17,Japan,Syria,True,1,False,True,30,1.0
1978-07-18,Singapore,Thailand,True,1,False,False,30,0.0
1978-07-19,Japan,Korea Republic,True,4,False,False,30,0.0
1978-07-20,Iraq,Singapore,True,3,False,True,30,1.0
1978-07-20,Syria,Thailand,True,2,False,False,30,0.0
1978-07-22,Indonesia,Thailand,True,3,False,False,30,0.0
1978-07-22,Iraq,Korea Republic,True,2,False,False,30,0.0
1978-07-23,Japan,Singapore,True,1,False,False,30,0.0
1978-07-24,Iraq,Thailand,True,1,False,True,30,1.0
1978-07-25,Indonesia,Korea Republic,True,2,False,False,30,0.0
1978-07-25,Singapore,Syria,True,3,False,True,30,1.0
1978-07-26,Japan,Thailand,True,4,False,True,30,1.0
1978-07-27,Indonesia,Singapore,True,0,True,False,30,0.5
1978-07-27,Korea Republic,Syria,True,2,False,True,30,1.0
1978-07-29,Curaçao,Barbados,True,1,False,True,30,1.0
1978-07-29,Iraq,Korea Republic,True,2,False,False,30,0.0
1978-07-30,Grenada,Trinidad and Tobago,False,0,True,False,20,0.5
1978-07-30,Jamaica,Guadeloupe,False,1,False,False,30,0.0
1978-07-30,Suriname,Guyana,False,1,False,True,30,1.0
1978-08-07,Vanuatu,Tahiti,False,2,False,False,20,0.0
1978-08-09,Finland,Norway,False,0,True,False,30,0.5
1978-08-13,New Caledonia,Tahiti,False,2,False,True,20,1.0
1978-08-16,Denmark,Sweden,False,1,False,True,30,1.0
1978-08-16,São Tomé and Príncipe,Angola,False,0,True,False,20,0.5
1978-08-20,New Caledonia,Tahiti,False,1,False,False,20,0.0
1978-08-20,Puerto Rico,Haiti,False,0,True,False,30,0.5
1978-08-20,Trinidad and Tobago,French Guyana,False,2,False,False,30,0.0
1978-08-26,Haiti,Puerto Rico,False,1,False,True,30,1.0
1978-08-30,Finland,Poland,False,1,False,False,20,0.0
1978-08-30,German DR,Bulgaria,False,0,True,False,20,0.5
1978-08-30,Norway,Austria,False,2,False,False,40,0.0
1978-09-01,France,Sweden,False,0,True,False,40,0.5
1978-09-02,French Guyana,Trinidad and Tobago,False,3,False,False,30,0.0
1978-09-03,China,Congo,False,1,False,True,20,1.0
1978-09-03,Iceland,USA,False,0,True,False,20,0.5
1978-09-06,German DR,Czechoslovakia,False,1,False,True,20,1.0
1978-09-06,Iceland,Poland,False,2,False,False,40,0.0
1978-09-06,Iran,Russia,False,1,False,False,20,0.0
1978-09-06,Swaziland,Zambia,False,5,False,False,20,0.0
1978-09-06,Switzerland,USA,False,2,False,True,20,1.0
1978-09-07,Swaziland,Zambia,False,3,False,False,20,0.0
1978-09-09,Bahrain,Malaysia,True,1,False,False,30,0.0
1978-09-09,French Guyana,Martinique,False,2,False,True,20,1.0
1978-09-10,Indonesia,Thailand,True,2,False,False,30,0.0
1978-09-10,Lebanon,Mexico,True,6,False,False,30,0.0
1978-09-11,Korea Republic,Malaysia,False,0,True,False,30,0.5
1978-09-13,Korea Republic,Bahrain,False,2,False,True,30,1.0
1978-09-16,Haiti,Martinique,False,0,True,False,30,0.5
1978-09-17,Seychelles,Réunion,False,1,False,True,20,1.0
1978-09-20,Austria,Scotland,False,1,False,True,40,1.0
1978-09-20,Belgium,Norway,False,0,True,False,40,0.5
1978-09-20,Denmark,England,False,1,False,False,40,0.0
1978-09-20,Finland,Hungary,False,1,False,True,40,1.0
1978-09-20,Ireland,Northern Ireland,False,0,True,False,40,0.5
1978-09-20,Italy,Bulgaria,False,1,False,True,20,1.0
1978-09-20,Libya,Yemen DPR,False,2,False,True,20,1.0
1978-09-20,Netherlands,Iceland,False,3,False,True,40,1.0
1978-09-20,Portugal,USA,False,1,False,True,20,1.0
1978-09-20,Russia,Greece,False,2,False,True,40,1.0
1978-09-23,Italy,Turkey,False,1,False,True,20,1.0
1978-09-23,Réunion,Mauritius,False,2,False,False,20,0.0
1978-09-30,Botswana,Mozambique,False,3,False,False,20,0.0
1978-09-30,Curaçao,Suriname,True,2,False,False,30,0.0
1978-10-01,Botswana,Mozambique,False,2,False,False,20,0.0
1978-10-01,Martinique,Haiti,False,0,True,False,30,0.5
1978-10-01,Singapore,New Zealand,False,2,False,False,20,0.0
1978-10-04,German DR,Iceland,False,2,False,True,40,1.0
1978-10-04,Sweden,Czechoslovakia,False,2,False,False,40,0.0
1978-10-04,Yugoslavia,Spain,False,1,False,False,40,0.0
1978-10-05,Turkey,Russia,False,2,False,False,20,0.0
1978-10-07,Luxembourg,France,False,2,False,False,40,0.0
1978-10-11,Czechoslovakia,Germany,False,1,False,False,20,0.0
1978-10-11,Denmark,Bulgaria,False,0,True,False,40,0.5
1978-10-11,Greece,Finland,False,7,False,True,40,1.0
1978-10-11,Hungary,Russia,False,2,False,True,40,1.0
1978-10-11,Portugal,Belgium,False,0,True,False,40,0.5
1978-10-11,Romania,Poland,False,1,False,True,20,1.0
1978-10-11,Switzerland,Netherlands,False,2,False,False,40,0.0
1978-10-13,Suriname,Curaçao,False,3,False,True,30,1.0
1978-10-15,Tanzania,Kenya,False,1,False,True,20,1.0
1978-10-20,Kenya,Tanzania,False,0,True,False,20,0.5
1978-10-22,Haiti,Suriname,True,3,False,False,30,0.0
1978-10-22,Malawi,Algeria,False,0,True,False,20,0.5
1978-10-23,Trinidad and Tobago,Antigua and Barbuda,False,2,False,True,30,1.0
1978-10-24,Malawi,Algeria,False,1,False,True,20,1.0
1978-10-25,Ireland,England,False,0,True,False,40,0.5
1978-10-25,Northern Ireland,Denmark,False,1,False,True,40,1.0
1978-10-25,Romania,Yugoslavia,False,1,False,True,40,1.0
1978-10-25,Scotland,Norway,False,1,False,True,40,1.0
1978-10-25,Trinidad and Tobago,Suriname,False,1,False,False,30,0.0
1978-10-25,Wales,Malta,False,7,False,True,40,1.0
1978-10-26,Antigua and Barbuda,Haiti,True,1,False,False,30,0.0
1978-10-28,Antigua and Barbuda,Suriname,True,4,False,False,30,0.0
1978-10-28,Zambia,Algeria,False,3,False,False,20,0.0
1978-10-29,Greece,Hungary,False,3,False,True,40,1.0
1978-10-29,Trinidad and Tobago,Haiti,False,0,True,False,30,0.5
1978-11-01,Malawi,Kenya,False,1,False,True,30,1.0
1978-11-03,Malawi,Somalia,False,2,False,True,30,1.0
1978-11-05,Malawi,Uganda,False,2,False,False,30,0.0
1978-11-07,Uganda,Zambia,True,1,False,False,30,0.0
1978-11-08,Czechoslovakia,Italy,False,3,False,True,20,1.0
1978-11-08,France,Spain,False,1,False,True,20,1.0
1978-11-09,Kenya,Uganda,True,1,False,False,30,0.0
1978-11-09,Somalia,Zambia,True,4,False,False,30,0.0
1978-11-11,Burkina Faso,Mali,False,2,False,True,20,1.0
1978-11-11,Kenya,Somalia,True,1,False,True,30,1.0
1978-11-11,Malawi,Zambia,False,1,False,True,30,1.0
1978-11-13,Kenya,Zambia,True,9,False,False,30,0.0
1978-11-13,Somalia,Uganda,True,0,True,False,30,0.5
1978-11-15,Austria,Portugal,False,1,False,False,40,0.0
1978-11-15,Germany,Hungary,False,0,True,False,20,0.5
1978-11-15,Israel,Belgium,False,1,False,True,20,1.0
1978-11-15,Netherlands,German DR,False,3,False,True,40,1.0
1978-11-15,Poland,Switzerland,False,2,False,True,40,1.0
1978-11-15,Spain,Romania,False,1,False,True,40,1.0
1978-11-15,Yugoslavia,Greece,False,3,False,True,30,1.0
1978-11-17,Algeria,Congo,False,3,False,True,20,1.0
1978-11-17,Malawi,Kenya,False,2,False,True,30,1.0
1978-11-17,Uganda,Zambia,True,4,False,False,30,0.0
1978-11-19,Japan,Russia,False,3,False,False,20,0.0
1978-11-19,Kenya,Uganda,True,2,False,True,30,1.0
1978-11-19,Malawi,Zambia,False,1,False,True,30,1.0
1978-11-23,Japan,Russia,False,3,False,False,20,0.0
1978-11-25,Grenada,Barbados,False,2,False,True,20,1.0
1978-11-26,Grenada,Barbados,False,0,True,False,20,0.5
1978-11-26,Japan,Russia,False,3,False,False,20,0.0
1978-11-29,Bulgaria,Northern Ireland,False,2,False,False,40,0.0
1978-11-29,England,Czechoslovakia,False,1,False,True,20,1.0
1978-11-29,Portugal,Scotland,False,1,False,True,40,1.0
1978-11-29,Wales,Turkey,False,1,False,True,40,1.0
