date,home,away,neutral,gdf,draw,win,k,result
1978-06-01,Germany,Poland,True,0,True,False,60,0.5
1978-06-02,Argentina,Hungary,False,1,False,True,60,1.0
1978-06-02,France,Italy,True,1,False,False,60,0.0
1978-06-02,Mexico,Tunisia,True,2,False,False,60,0.0
1978-06-03,Austria,Spain,True,1,False,True,60,1.0
1978-06-03,Brazil,Sweden,True,0,True,False,60,0.5
1978-06-03,Iran,Netherlands,True,3,False,False,60,0.0
1978-06-03,Peru,Scotland,True,2,False,True,60,1.0
1978-06-06,Argentina,France,False,1,False,True,60,1.0
1978-06-06,Germany,Mexico,True,6,False,True,60,1.0
1978-06-06,Hungary,Italy,True,2,False,False,60,0.0
1978-06-06,Poland,Tunisia,True,1,False,True,60,1.0
1978-06-07,Austria,Sweden,True,1,False,True,60,1.0
1978-06-07,Brazil,Spain,True,0,True,False,60,0.5
1978-06-07,Iran,Scotland,True,0,True,False,60,0.5
1978-06-07,Netherlands,Peru,True,0,True,False,60,0.5
1978-06-10,Argentina,Italy,False,1,False,False,60,0.0
1978-06-10,France,Hungary,True,2,False,True,60,1.0
1978-06-10,Germany,Tunisia,True,0,True,False,60,0.5
1978-06-10,Mexico,Poland,True,2,False,False,60,0.0
1978-06-11,Australia,Greece,False,1,False,False,20,0.0
1978-06-11,Austria,Brazil,True,1,False,False,60,0.0
1978-06-11,Iran,Peru,True,3,False,False,60,0.0
1978-06-11,Macau,Hong Kong,False,4,False,False,20,0.0
1978-06-11,Netherlands,Scotland,True,1,False,False,60,0.0
1978-06-11,Spain,Sweden,True,1,False,True,60,1.0
1978-06-13,Indonesia,Malaysia,False,3,False,True,30,1.0
1978-06-14,Argentina,Poland,False,2,False,True,60,1.0
1978-06-14,Australia,Greece,False,1,False,False,20,0.0
1978-06-14,Austria,Netherlands,True,4,False,False,60,0.0
1978-06-14,Brazil,Peru,True,3,False,True,60,1.0
1978-06-14,Germany,Italy,True,0,True,False,60,0.5
1978-06-15,Indonesia,Thailand,False,1,False,True,30,1.0
1978-06-16,Malaysia,Singapore,True,0,True,False,30,0.5
1978-06-17,Singapore,Thailand,True,2,False,False,30,0.0
1978-06-18,Argentina,Brazil,False,0,True,False,60,0.5
1978-06-18,Austria,Italy,True,1,False,False,60,0.0
1978-06-18,Germany,Netherlands,True,0,True,False,60,0.5
1978-06-18,Malawi,Zambia,False,1,False,False,20,0.0
1978-06-18,Peru,Poland,True,1,False,False,60,0.0
1978-06-21,Argentina,Peru,False,6,False,True,60,1.0
1978-06-21,Austria,Germany,True,1,False,True,60,1.0
1978-06-21,Brazil,Poland,True,2,False,True,60,1.0
1978-06-21,Indonesia,Singapore,False,0,True,False,30,0.5
1978-06-21,Italy,Netherlands,True,1,False,False,60,0.0
1978-06-21,Malaysia,Thailand,True,0,True,False,30,0.5
1978-06-23,Indonesia,Korea Republic,False,2,False,False,30,0.0
1978-06-23,Malaysia,Thailand,True,0,True,False,30,0.5
1978-06-24,Brazil,Italy,True,1,False,True,60,1.0
1978-06-25,Argentina,Netherlands,False,2,False,True,60,1.0
1978-06-25,Barbados,Curaçao,False,0,True,False,30,0.5
1978-06-25,Zambia,Malawi,False,0,True,False,20,0.5
